,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,deposit,tenencia_ahorros,tenencia_corriente,tenencia_cdt,tenencia_tdc,tenencia_lb,tenencia_vehiculo,ingresos,egresos,saldo_captacion,saldo_tdc,monto_trx_tdc,cantidad_trx_tdc,saldo_lb,saldo_veh,monto_trx_debito,cantidad_trx_debito
5559,65,retired,married,tertiary,0,1976.1009517546636,0,0,cellular,131.20167710349637,2,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,1796.8235397455737,1811.6389860368201,,11028.759829531178,1716.1484619125108,15.635574201274938,21163.797730750277,,,
5675,39,blue-collar,,,0,,0,0,cellular,279.69180384532683,8,326,2,failure,0,0.0,0.0,0.0,1.0,1.0,0.0,1264.8647018802,895.0360735371448,,18824.240273741285,1771.3002358160556,29.340648324908727,40080.42851972957,,,
5831,53,retired,married,secondary,0,5046.383375000047,0,0,cellular,124.66552754731575,1,87,2,failure,0,0.0,0.0,0.0,1.0,1.0,0.0,1596.0263687363783,1448.5160552433586,,3370.1169213268568,523.9482564186422,9.681271811071808,35125.87831985202,,,
5903,27,technician,single,secondary,0,77.79236667505381,0,0,cellular,163.3658840788866,1,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,,1991.3453329514114,,12811.533542247971,3023.852648248443,16.123181013488647,6279.479922136456,,,
6070,33,unemployed,single,secondary,0,687.6837909271162,0,0,cellular,248.4530427891108,1,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,672.4494350047069,177.20712447884884,,10617.061480677301,-584.7128842523953,20.946141358643487,54153.06034485092,,,
6087,48,self-employed,married,,0,1576.9512682278523,0,0,cellular,548.661444190447,3,133,3,failure,0,0.0,0.0,0.0,1.0,1.0,0.0,3048.1544553642534,3378.9088461017927,,5130.517053071459,,40.767901332968755,39337.423961818204,,,
6093,66,retired,married,secondary,0,3505.946961842348,0,0,cellular,475.102049733976,2,-1,0,unknown,0,0.0,0.0,0.0,1.0,,0.0,1658.3641925183306,1475.127062867644,,18952.550778425277,1213.1150234273348,5.285844252101484,-5352.973616562442,,,
6181,32,admin.,married,secondary,0,56.34927290102365,0,0,cellular,250.46259026333612,2,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,2196.19189977637,,,19713.14623931869,2237.3370102943563,5.735956287985971,16503.18760363695,,,
6224,46,self-employed,,secondary,0,638.592828307936,0,0,cellular,163.14798799114214,10,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,,2548.3165953438875,,-2181.3396198982864,,,14099.486083918879,,,
6365,50,management,,tertiary,0,20.540826943978992,0,0,cellular,264.7451930697699,3,130,3,other,0,0.0,0.0,0.0,1.0,1.0,0.0,1229.5521158589595,838.215171998697,,13683.740656963751,1783.7266820746772,31.93231615368113,18334.53572155219,,,
6428,37,blue-collar,single,secondary,0,329.6863523014174,0,0,unknown,45.268416402809386,1,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,1304.0234134990064,935.8693189696821,,11747.538935837958,1798.3182290523264,0.7709494512301518,33840.78579195781,,,
6473,29,blue-collar,single,secondary,0,,0,0,unknown,229.818688102301,3,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,,3266.5821886306267,,8269.130421110669,2698.0761121119976,14.458660355426868,19271.517888428163,,,
6495,34,self-employed,,tertiary,0,2475.8269203030577,0,0,telephone,77.66003381681293,3,70,3,failure,0,0.0,0.0,0.0,1.0,1.0,0.0,779.8305854986243,,,10051.372873798786,,,48374.205214919275,,,
6532,57,blue-collar,,,0,,0,0,unknown,48.814090565603,11,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,848.7965190670617,,,9044.31249806641,,24.34650894944908,46631.06888498891,,,
6583,54,self-employed,married,tertiary,0,449.37633991745906,0,0,telephone,33.122702473003216,4,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,1609.322837508928,1404.940569057188,,3370.294763119051,520.5449235065084,13.350428012928985,31113.76023155081,,,
6625,59,admin.,,secondary,0,2210.0589696633783,0,0,telephone,331.5234508690639,2,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,,1231.7612153246612,,7659.24584701136,1151.9925471648662,13.534721084455775,14201.595397409834,,,
6659,46,services,divorced,unknown,0,,0,0,unknown,184.28454361894427,3,-1,0,unknown,0,0.0,0.0,,1.0,1.0,0.0,2518.4234869092566,2644.735701895374,,12840.917814599503,581.5274185319098,42.756297035023884,29990.804923875578,,,
6739,30,management,married,tertiary,0,1266.1609622287756,0,0,cellular,169.46848963086558,5,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,735.1116762351332,165.0390726551493,,8247.073910191599,835.62405123969,14.476372148534178,36101.39588625246,,,
6822,51,retired,,primary,0,677.226878316113,0,0,unknown,120.29178416955043,2,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,,1441.4903844180683,1078.110227602286,,2604.1407506162805,1365.0003393970248,-2.2177963729116463,47436.860804354976,,,
6840,28,services,single,secondary,0,474.01520413696596,0,0,cellular,131.5602673469956,4,201,3,failure,0,0.0,0.0,0.0,1.0,1.0,0.0,2048.0013424384288,1863.2679229521277,,18710.51784830499,230.69579755253255,22.099559498549873,23035.58846482986,,,
6863,32,admin.,,secondary,0,20167.826199621166,0,0,cellular,257.5978830611093,1,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,,1229.1403240214763,,,2797.294205751342,-6.127560207105127,31195.829426254146,,,
6880,53,admin.,single,secondary,0,334.10911179039397,0,0,unknown,160.49951074139548,1,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,,933.4078163146106,,12519.323853611402,717.8838842472514,,15048.903430418342,,,
7028,32,technician,single,secondary,0,12.831829769170874,0,0,cellular,209.21339510412497,2,-1,0,unknown,0,0.0,0.0,,1.0,1.0,0.0,3700.930542379857,,,8409.200585720359,431.18551764372876,-8.639532713743677,47525.07249525616,,,
7040,38,admin.,divorced,,0,55.15892848494216,0,0,unknown,93.47410322572495,1,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,,1070.9442189644878,,8124.923657566717,2894.6777748657482,21.064531916892932,53943.052189635215,,,
7121,57,entrepreneur,married,unknown,0,732.5396925783633,0,0,unknown,364.63819937543275,1,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,825.2438427393439,372.0251834798086,,27.421300359724228,427.6814506047185,26.11750844474667,24825.38819393599,,,
7403,35,self-employed,,tertiary,0,,0,0,cellular,244.6262404481957,2,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,,480.6624940820487,,13170.195428530391,-7.709086261626908,,7056.030309380003,,,
7473,34,services,divorced,secondary,0,1320.0458187555319,0,0,cellular,265.86107988944735,1,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,2255.705866900977,2221.4587118876507,,,827.9215980991306,1.1958181556553278,37090.35475590189,,,
7480,54,retired,,primary,0,,0,0,unknown,52.181111401038436,4,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,2427.393428449744,,,857.9109180751066,-171.330539461047,6.014650547019219,39066.70620769137,,,
7547,58,management,married,tertiary,0,-14.439005690383496,0,0,unknown,33.8493312588775,4,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,2073.4189054545673,1934.5736692553191,,11987.864450246612,-596.9670545734491,6.7142532958576595,30391.97969295924,,,
7590,33,technician,single,secondary,0,269.08351073939156,0,0,cellular,97.11278595296929,9,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,1541.171070461612,1458.1247673782289,,166.37185288015644,2538.44819609533,31.041113177141938,37938.169563962096,,,
7602,42,housemaid,divorced,secondary,0,385.14117614203195,0,0,unknown,303.3919863196672,2,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,,1346.7039271760284,,-7160.259767877467,,21.90126785586954,32480.72849945485,,,
7658,57,blue-collar,married,primary,0,,0,0,unknown,95.63214336393742,2,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,768.602141724753,271.7457066652962,,-1662.9757244621978,1842.0994597893882,19.14051893327605,48666.88593043394,,,
7679,40,housemaid,divorced,secondary,0,122.97273926230056,0,0,unknown,153.09098545018765,1,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,137.42657717353734,-524.2055713631128,,-1268.605953032842,702.7437421949813,11.69250572018457,35618.641679338514,,,
7746,50,management,single,,0,1353.821498471108,0,0,cellular,81.02524665672948,1,-1,0,unknown,0,0.0,0.0,0.0,,1.0,0.0,,,,10776.13633741693,401.2491885720839,,51770.02673640806,,,
7825,31,technician,married,secondary,0,7405.454482812779,0,0,cellular,222.66030865922997,4,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,,1912.0893533861738,,-3717.8578081630203,1145.6334830268393,40.50319066105574,46085.42805847351,,,
7828,39,blue-collar,single,secondary,0,226.31215848029427,0,0,cellular,29.715662845795084,1,365,2,other,0,0.0,0.0,0.0,1.0,1.0,0.0,2006.0126954616849,,,11243.965415018673,5.493319200288852,46.96665882787525,35385.24815811363,,,
8075,57,entrepreneur,married,secondary,0,1240.2109630676373,0,0,cellular,217.99422058452197,2,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,,,,4195.84049252908,32.662124378113276,33.65951611881715,11365.492324997147,,,
8268,36,management,,,0,3923.7122119336555,0,0,cellular,190.1546381648111,1,-1,0,unknown,0,0.0,0.0,,1.0,1.0,0.0,413.07322174838475,-138.21030258288212,,886.348437615391,2866.5212073090843,18.379423919991144,58779.29289601662,,,
8428,24,student,single,primary,0,38.032126043094124,0,0,unknown,41.43988024858379,26,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,3316.842462959663,3704.9869542965407,,13338.269515644091,-790.2180454792781,28.95696829939501,41135.12360633232,,,
8543,38,self-employed,,secondary,0,586.3832858752596,0,0,cellular,296.81058457685623,1,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,,,,-1189.2077859239453,2006.438630383895,,13030.93187563093,,,
8554,38,blue-collar,married,,0,733.6168998768952,0,0,unknown,243.12851796911224,1,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,,269.0501398181885,,9169.929175660236,735.6551517651461,3.321415109118373,18107.043979505394,,,
8606,30,technician,,secondary,0,,0,0,telephone,43.125632809235704,12,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,1587.3476502154047,,,,,27.598540035158074,44459.053855633785,,,
8624,37,blue-collar,married,secondary,0,1654.6641796476063,0,0,unknown,339.43329121744705,2,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,1898.6209469914702,1748.0783182265104,,8153.147167463463,1496.5543807838524,1.6767430325586083,27103.316065491774,,,
8657,35,blue-collar,,secondary,0,-461.4752150255778,0,0,unknown,365.4527741119367,1,-1,0,unknown,0,,0.0,0.0,1.0,1.0,0.0,2080.357053674014,2007.0319100949914,,16219.497233990463,-68.03620699857129,,11956.649820430088,,,
8739,73,retired,,primary,0,511.7619345399887,0,0,cellular,193.76796661154768,4,97,1,success,0,0.0,0.0,0.0,1.0,1.0,0.0,1790.6952563590337,1609.3100751290624,,7693.402397809439,775.577883155994,27.324472351307715,37404.73855715267,,,
8765,49,management,married,tertiary,0,352.1488998973051,0,0,cellular,269.60284436671844,6,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,1658.230899897486,1458.3356206337235,,-4897.3489650451465,1684.5181566894062,,28221.87374836232,,,
8852,40,technician,,,0,241.2444593894434,0,0,cellular,307.29685988704085,2,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,2310.9921370588218,2341.050926116673,,2380.242864955898,1046.4197838873843,8.791809236027664,42923.94356012579,,,
8857,51,housemaid,married,unknown,0,200.8176427542774,0,0,telephone,336.57365770846405,3,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,2681.053922154794,2814.3050988322007,,13975.779067601652,3442.999948551656,,28436.491118837483,,,
8864,52,retired,divorced,,0,395.25841419859404,0,0,cellular,428.7583478210954,4,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,1820.450339135906,1671.7048779173517,,451.829259676123,,14.6282413286838,57972.23014369485,,,
8941,52,retired,married,secondary,0,56.9449754378038,0,0,cellular,420.2899574948308,5,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,3011.359558173738,,,1918.0859277185828,-1173.1950598067592,,43618.83130369239,,,
8956,46,entrepreneur,married,secondary,0,,0,0,cellular,1056.6742852032548,2,1,7,failure,0,0.0,0.0,0.0,1.0,1.0,0.0,2238.974128069988,2262.5500732023734,,15262.225949687083,-203.13466907518637,0.031175760466695124,44864.79256550623,,,
8974,65,retired,married,primary,0,401.5859198711821,0,0,telephone,174.4571368256909,2,-1,0,unknown,0,0.0,0.0,0.0,1.0,,0.0,2374.111041501872,2431.943724707596,,15763.825557127038,203.57442865754126,37.88962324524816,49002.99846597273,,,
9010,57,admin.,,secondary,0,2155.653372898529,0,0,telephone,177.9656128680316,7,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,1023.4945709274587,525.5527012999855,,12445.6141687371,2524.513723134206,7.9722495525506964,28121.186416479748,,,
9079,35,services,,tertiary,0,4599.730372699565,0,0,cellular,78.0961882780037,6,-1,0,unknown,0,0.0,0.0,,1.0,1.0,0.0,1906.5587133459212,,,13722.128874181366,1230.0020004214123,19.99611416544813,56110.12596053277,,,
9089,59,retired,married,secondary,0,197.24961308696996,0,0,cellular,493.7459991935312,1,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,2479.001673914796,,,961.266685446687,1477.2872755383416,-18.873403220856225,38198.53653990567,,,
9127,42,blue-collar,,primary,0,132.76395803342234,0,0,cellular,113.18481461862666,2,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,,,,16403.236261939135,1915.3673423315288,21.638262495745508,21222.970803469638,,,
9242,60,blue-collar,married,primary,0,29280.010849758048,0,0,telephone,114.02231956005514,2,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,1407.0053780431363,-6.608339874028612,42485.27723156447,,,
9273,48,blue-collar,married,primary,0,3390.3458387679743,0,0,unknown,414.28352915517445,3,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,3994.4390469846885,4796.943615980446,,5733.43797493746,936.3405393890968,16.1079698777711,53806.23782908346,,,
9281,76,retired,married,unknown,0,1058.9286576480652,0,0,cellular,169.29941295294324,2,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,,2244.5811208129476,,2414.8061377153454,1270.5048183389563,20.3728990381693,39995.71584188716,,,
9288,46,self-employed,single,primary,0,2036.541223153287,0,0,cellular,445.79803965894126,2,-1,0,unknown,0,0.0,0.0,0.0,,1.0,0.0,2241.5508559619407,2233.998838468667,,4149.3134300581205,2467.76372162781,22.23051208832735,19110.299169713173,,,
9402,31,technician,single,,0,465.2030230759171,0,0,cellular,129.5331853932543,1,161,2,failure,0,0.0,0.0,0.0,1.0,1.0,,-628.1746111599243,-1754.991345771655,,7568.243660515408,781.8277935595984,17.996597166647163,6936.9773817678215,,,
9468,52,services,,,0,462.5717387020251,0,0,cellular,90.15451863605816,17,-1,0,unknown,0,0.0,0.0,,1.0,1.0,0.0,,2248.903683480658,,7543.369304420932,2722.9484140573168,,41652.289264961895,,,
9536,30,management,married,tertiary,0,,0,0,cellular,566.6553407568481,4,-1,0,unknown,0,0.0,,0.0,1.0,1.0,0.0,2367.5527802889997,2362.880103008609,,5963.892932933001,466.1686084440239,29.660867451647462,44674.913139042386,,,
9573,33,technician,,secondary,0,432.32363906356153,0,0,cellular,513.9999321167819,2,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,2441.436786871975,2517.26042069802,,12435.717412776474,804.7876285458785,37.91468140930372,26670.466504340926,,,
9617,49,technician,married,secondary,0,383.264358008695,0,0,cellular,276.19397016563073,5,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,,,,5342.150581701169,3186.8670085312406,13.558418985289016,34156.89750841729,,,
9788,45,blue-collar,,secondary,0,,0,0,cellular,60.7361084441896,2,-1,0,unknown,0,0.0,,0.0,1.0,1.0,0.0,2690.3299019798233,2994.2566964249418,,13058.532398753727,,-9.652280117907864,32254.204606101932,,,
9887,23,technician,,secondary,0,,0,0,cellular,245.21819694743618,1,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,1035.956298182637,,,6578.788329033054,-87.26017143854233,23.666981609212982,21963.065069790064,,,
9933,27,technician,single,tertiary,0,11893.524279678677,0,0,telephone,337.64814024337386,5,101,1,success,0,0.0,0.0,0.0,1.0,1.0,0.0,1353.0780362516643,1006.0943450484372,,3620.46357557542,475.2901707041369,8.309262771726615,17135.995196956428,,,
9982,55,self-employed,married,secondary,0,2493.915727087143,0,0,telephone,330.1501000352793,2,140,1,failure,0,0.0,,0.0,1.0,1.0,0.0,1163.723537316956,686.8267349586869,,7509.929495826808,746.2472665072821,2.915381034466346,25819.77978510798,,,
9997,54,management,married,secondary,0,1710.9540564276958,0,0,cellular,366.043174441312,3,-1,0,unknown,0,0.0,0.0,,1.0,1.0,0.0,1012.6984793651354,447.7732030216448,,13576.723944430756,1211.7903092481026,26.82237431484107,20669.817684911082,,,
10069,51,blue-collar,married,,0,,0,0,unknown,67.211847557274,3,-1,0,unknown,0,0.0,0.0,0.0,,1.0,0.0,1903.9154851343565,1970.1682444857124,,,,11.802190614803617,52707.61122794218,,,
10122,48,blue-collar,single,primary,0,393.75975567426,0,0,unknown,597.9173457234381,2,-1,0,unknown,0,0.0,0.0,0.0,,1.0,0.0,1481.6194108457996,1249.923277065768,,3099.083056316824,-196.30723141944372,,9670.928035535482,,,
10128,39,admin.,,secondary,0,,0,0,cellular,216.4265684835961,1,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,1736.2680629191593,1486.2734662746643,,8474.352557294329,486.9698748697625,30.602028051953912,56988.17716413742,,,
10247,46,unemployed,married,,0,,0,0,cellular,651.0369264374152,1,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,,2758.1827281407736,,-738.0380263288171,2665.655857308182,9.738653707735336,18434.422300076752,,,
10299,39,management,married,tertiary,0,,0,0,cellular,134.20376385978776,14,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,2544.307335017893,2651.203709245199,,3245.999044649632,1097.6351742401193,5.585237431586714,21836.311338397092,,,
10307,37,unemployed,married,secondary,0,4819.530733060546,0,0,cellular,147.98788592088425,1,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,,239.60234509858236,,7003.703268717427,245.9236048146854,23.246975877242026,14385.557290143177,,,
10373,28,blue-collar,married,secondary,0,4383.350241813873,0,0,cellular,180.8797038088576,1,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,1869.59542015507,1804.8688494874118,,4235.450675523227,173.66860862107023,26.675096635365513,-482.5098560951119,,,
10409,71,retired,,secondary,0,2119.058586370794,0,0,cellular,399.7399995818241,2,92,3,failure,0,0.0,0.0,0.0,1.0,1.0,0.0,1372.0361291188283,1105.7061512256457,,-8843.394614146498,,24.21248412117694,27695.29012587861,,,
10445,58,retired,married,secondary,0,99.08845165462157,0,0,cellular,101.49383345359134,4,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,632.9947929575602,171.69326875447845,,5445.027469539457,-192.0711995662041,3.4607903792490866,17423.245640512458,,,
10592,51,technician,married,tertiary,0,,0,0,unknown,272.1189204218497,2,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,2338.7482303904007,2247.4372531540844,,-4811.901938048128,1371.4033536951224,13.04397909107766,10412.505698522229,,,
10639,31,unemployed,,unknown,0,,0,0,cellular,343.04480055444265,1,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,2322.8486587351736,2350.0854468245557,,933.0293201656086,234.77174826581756,9.296036864036548,21557.564333466238,,,
10748,35,blue-collar,married,secondary,0,,0,0,cellular,263.5548360664913,2,-1,0,unknown,0,0.0,0.0,0.0,,1.0,0.0,515.1696684513445,-74.16856357881375,,9191.406906008351,1536.936280176361,28.737136553109018,1555.8310436341199,,,
11068,33,admin.,,tertiary,0,284.6947787138767,0,0,unknown,166.98457362276247,2,-1,0,unknown,0,0.0,0.0,0.0,1.0,1.0,0.0,1803.463728427178,,,2857.9128974706964,354.5376978712268,,37127.660891537416,,,
512,31,blue-collar,,secondary,0,,1,1,cellular,944.0197829099574,4,-1,0,unknown,1,0.0,0.0,1.0,0.0,1.0,0.0,,6258.034429885236,10609.317198455014,,,,27416.625167442846,,,
9417,54,retired,married,,0,,1,1,unknown,256.4814771162077,2,-1,0,unknown,0,0.0,0.0,1.0,0.0,1.0,0.0,5386.01003602865,4239.031755873572,12907.861216704441,,,,37872.76417875107,,,
106,44,technician,divorced,secondary,0,1065.2164048368413,1,0,unknown,701.5057760240879,3,-1,0,unknown,1,0.0,0.0,1.0,0.0,1.0,0.0,,5211.028272880883,11095.316926621712,,,,64603.90910956759,,,
114,30,blue-collar,,secondary,1,324.8854363745579,1,0,unknown,424.87461929658105,1,-1,0,unknown,1,0.0,0.0,1.0,0.0,1.0,0.0,4030.5857202075535,3754.4310653263715,,,,,15768.76121986342,,,
1908,40,services,married,secondary,0,1937.0080644709524,1,0,cellular,766.9814779421595,2,-1,0,unknown,1,0.0,0.0,1.0,0.0,1.0,0.0,,3343.104279680775,10450.345776013837,,,,17117.652738866942,,,
2420,47,technician,married,,0,1223.1543935559328,1,0,cellular,542.1149051898942,1,96,6,success,1,0.0,0.0,1.0,0.0,1.0,0.0,2636.2355685004886,2503.740341921943,12915.673471587768,,,,18477.62285438804,,,
3240,28,technician,single,secondary,0,190.1940125810347,1,0,cellular,443.19495943026936,2,-1,0,unknown,1,0.0,0.0,1.0,0.0,,0.0,2662.468547291238,2479.258709493272,4756.275098800019,,,,31321.795566929795,,,
4201,55,housemaid,,primary,0,33.916820178622736,1,0,cellular,1336.4669723655838,2,-1,0,unknown,1,0.0,,1.0,0.0,1.0,0.0,4589.846416395483,4535.723503438871,6692.060768717272,,,,27225.759532931774,,,
4908,35,blue-collar,married,unknown,0,,1,0,cellular,528.8067881326745,1,-1,0,unknown,1,0.0,0.0,1.0,0.0,1.0,0.0,,,10135.346870317311,,,,17047.1010522293,,,
5022,52,services,,primary,0,,1,0,cellular,668.7463874356037,5,-1,0,unknown,1,0.0,0.0,1.0,0.0,1.0,0.0,3856.220157187193,3693.016784021117,15398.889160283888,,,,21275.657246023824,,,
5340,47,technician,married,secondary,0,558.0257049754312,1,0,telephone,278.2716864711911,2,-1,0,unknown,0,0.0,0.0,1.0,0.0,,0.0,,2672.579286261439,7281.682616195851,,,,46162.799733008906,,,
5405,52,unemployed,married,secondary,0,,1,0,unknown,59.63625599277249,9,-1,0,unknown,0,0.0,0.0,1.0,0.0,1.0,0.0,,3069.1792732015742,4513.742872160176,,,,13531.9093615302,,,
5570,39,services,divorced,,0,,1,0,unknown,187.4944119817603,2,-1,0,unknown,0,0.0,0.0,1.0,0.0,1.0,0.0,4415.471427119474,4094.4823551507616,10601.564271675086,,,,30881.136459166213,,,
5785,34,blue-collar,married,primary,0,523.9363284293865,1,0,unknown,391.0073663429174,3,-1,0,unknown,0,0.0,0.0,1.0,0.0,1.0,0.0,4351.64003129523,,13139.408602378822,,,,8412.08461433892,,,
7404,36,blue-collar,married,,0,474.8479020830923,1,0,unknown,110.96329284951985,3,-1,0,unknown,0,0.0,0.0,1.0,0.0,1.0,0.0,,1140.9502936646163,9369.923679734266,,,,14240.859612328875,,,
7592,31,management,single,,0,58.71797839534591,1,0,cellular,447.5624178447324,2,-1,0,unknown,0,0.0,0.0,1.0,0.0,,0.0,4977.18776892428,4883.894923841632,15568.336992454097,,,,22186.079322205762,,,
7849,28,blue-collar,married,secondary,0,1047.6569210249952,1,0,unknown,472.93259778256436,1,-1,0,unknown,0,0.0,0.0,1.0,0.0,1.0,0.0,4261.929820563148,3950.7834811503444,10710.148714652569,,,,27562.54198464952,,,
9006,25,services,married,secondary,0,,1,0,cellular,196.780441246256,4,-1,0,unknown,0,,0.0,1.0,0.0,1.0,0.0,,,2927.2220434308515,,,,35296.73485605172,,,
9236,30,technician,divorced,,0,793.2277495536016,1,0,cellular,386.46007654416553,1,-1,0,unknown,0,0.0,0.0,1.0,,1.0,0.0,1628.970250863796,1475.0796910919619,8107.940288618924,,,,23640.75373139811,,,
9523,46,management,single,secondary,0,327.51227341669085,1,0,unknown,259.84294042280817,1,-1,0,unknown,0,0.0,0.0,1.0,0.0,1.0,0.0,2931.213331751805,2821.2699757533974,14630.952619583397,,,,28949.03826005903,,,
4116,25,technician,,secondary,0,556.4904795673406,0,1,cellular,426.0664273259929,2,-1,0,unknown,1,0.0,0.0,1.0,0.0,1.0,0.0,2375.196357052403,2056.7405596504605,7897.450081304036,,,,32914.69780861518,,,
4636,28,technician,single,,0,5771.8726755702955,0,1,cellular,213.95599650980395,2,-1,0,unknown,1,0.0,0.0,1.0,,1.0,0.0,3874.8957397005634,3552.029334056214,8503.452639920146,,,,29291.43632248919,,,
6502,30,services,single,secondary,0,300.8271894244561,0,1,cellular,216.46280677263482,2,-1,0,unknown,0,0.0,0.0,1.0,0.0,1.0,0.0,5498.729493610406,5301.997360258335,10639.387262165743,,,,14373.707926716557,,,
1087,23,unemployed,single,,0,1081.0903616444175,0,0,telephone,46.44104275090787,1,-1,0,unknown,1,0.0,0.0,1.0,0.0,1.0,,1882.2642848018056,1752.6580875377715,,,,,27740.105787924324,,,
1708,24,student,single,primary,0,468.5551383613549,0,0,cellular,564.0794531931108,1,-1,0,unknown,1,0.0,0.0,1.0,0.0,1.0,0.0,889.6337115973968,,,,,,56849.638943095655,,,
2329,28,management,,tertiary,0,525.7574164709915,0,0,cellular,196.64632845536204,2,-1,0,unknown,1,0.0,0.0,1.0,0.0,1.0,0.0,1949.2194346673532,1822.7824529040477,15025.157885939856,,,,5859.93948418929,,,
2593,36,management,married,,0,385.45515081398344,0,0,cellular,257.77732217677476,6,95,4,success,1,0.0,0.0,1.0,0.0,1.0,0.0,877.5373225091251,,7958.907458942138,,,,42088.832211546476,,,
2677,38,unknown,single,,0,72.61581401151977,0,0,cellular,310.3328937315149,3,95,3,success,1,0.0,0.0,1.0,0.0,1.0,0.0,1643.4761362955892,1384.5737490243519,,,,,64519.25642818276,,,
2790,27,student,single,,0,1183.232574504197,0,0,cellular,859.0372152536665,1,183,4,success,1,0.0,0.0,1.0,0.0,1.0,0.0,2385.9507278112505,,11238.21097781422,,,,42595.97213169245,,,
2829,38,blue-collar,single,secondary,0,36.579257919478195,0,0,cellular,315.06410256583473,1,75,3,failure,1,0.0,0.0,1.0,0.0,1.0,0.0,980.1674216113763,510.39181413343783,10405.416101884804,,,,23858.531071275404,,,
3440,76,retired,,secondary,0,874.5023386692513,0,0,telephone,303.98296263947816,4,-1,0,unknown,1,0.0,0.0,1.0,0.0,1.0,0.0,601.1544291968595,-152.12738000512402,12006.956030623933,,,,38235.34061601552,,,
3769,61,self-employed,married,tertiary,0,10876.377799268066,0,0,cellular,386.06002795540417,2,259,3,success,1,0.0,0.0,1.0,0.0,1.0,0.0,1873.774003890907,1775.8760127583082,,,,,12946.292668957947,,,
3791,69,technician,married,tertiary,0,561.9652108647991,0,0,cellular,505.6794240242194,1,267,1,failure,1,0.0,0.0,1.0,0.0,1.0,0.0,1825.7563345099236,1681.8916938078553,11119.635280289067,,,,31974.70225860335,,,
